label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
Please,0.0,-0.0250966956334971,-0.0795015649709783,-0.1133563820850228,-0.1091944426642093,-0.2723761403849118,-0.4463340533181368,-0.5438397996282869,-0.6172193574871779,-0.3205644288245656,-0.5053763291860592,-0.6133094416162764,-0.6915392836295549,-0.3424388604724878,-0.5122500766463374,-0.6107859150879831,-0.6828095689271418,-0.3423765041302416,-0.4739050832543775,-0.5516953130548199,-0.6184540130636537,0.0,-0.3210627599263502,-0.5681736693416383,-0.7985547185563814,-0.9790326799196988,-0.4648800419866037,-0.531822693205064,-0.5477703277345422,-0.5548359941592893,-0.3035007889809414,-0.3971298761360546,-0.4413820936834757,-0.4801881775839342,-0.1356870543037135,-0.2414420250568568,-0.2994933547192492,-0.3450436234577631,0.0209673200803011,-0.0622028763594981,-0.0979271712564976,-0.1297815622688701,0.0,-0.0115616514347905,-0.0375274670059486,-0.0643743730921008,-0.0948215027084188,-0.0428352421056754,-0.0676519350284038,-0.0863579337518309,-0.0993749013888893,-0.0544450836686025,-0.0689506141132205,-0.0813323860552915,-0.0927466820262057,-0.0649847723978668,-0.0725898753118134,-0.0825261960624452,-0.093241029250569,-0.076153264214463,-0.0841854160538885,-0.084508564806675,-0.084024404616696
Please,0.0,-0.0237529136798291,-0.0781136180979623,-0.1163864203969258,-0.1134581961190882,-0.2739216118663192,-0.4478425618295836,-0.5462797390429788,-0.6208368475159998,-0.3226528308025992,-0.5052967921042629,-0.6140586118638807,-0.6933380502635245,-0.3448781419057443,-0.5125916605092264,-0.6118112768075092,-0.6853976521950274,-0.3450049485962604,-0.4758020436082635,-0.5536162376663946,-0.6204931804824995,0.0,-0.322937971671246,-0.5719633194229181,-0.8020153902911363,-0.9828079390742624,-0.4689273094581417,-0.5344490928618633,-0.5493129968845268,-0.5555683291232816,-0.3076939959470631,-0.4001190032018689,-0.4435154577007369,-0.4809732483171114,-0.1394863144576,-0.2441492124572941,-0.3010631208171646,-0.3459627919906943,0.0171920609257376,-0.0675137632289163,-0.1030785111083009,-0.1347812288474073,0.0,-0.0119091606033789,-0.0369426498497187,-0.0628720352230895,-0.0921810807205636,-0.0408289053152089,-0.0656245993571409,-0.0847725348205479,-0.0982851985936531,-0.0524164871952296,-0.0679558643740664,-0.0815508904425957,-0.0936231693417185,-0.0630916335367695,-0.0718831921216347,-0.0827426098786125,-0.0937814055407785,-0.0744733777192513,-0.0830688965136402,-0.0839171993071149,-0.0837162986660792
Please,0.0,-0.0250754256912707,-0.0770132084618148,-0.1121646818226076,-0.1073731969993967,-0.2744171509376625,-0.4463088969224377,-0.5438388982772762,-0.6179593014855058,-0.3225192856571122,-0.5032510924467585,-0.6121617365216967,-0.6920405495169186,-0.3438429177467547,-0.5098153019124012,-0.6090856295996504,-0.6834586356742469,-0.3432419031079162,-0.4733115889274704,-0.5511888100741765,-0.6185911551574125,0.0,-0.3199227430245746,-0.5698644433918363,-0.7990220214951526,-0.981006620689942,-0.464514494865301,-0.5296607394507118,-0.5445352020632352,-0.5509116052825531,-0.3050209064388782,-0.3961277262658124,-0.4397271889043238,-0.4777312728239164,-0.1379696758748323,-0.2421276437973868,-0.300071414884442,-0.3477641527772628,0.018993379310058,-0.0638395704988958,-0.0993113886470084,-0.1320371468281015,0.0,-0.0151967889546998,-0.0423925118666807,-0.0699184468654489,-0.1007383246493213,-0.0454575820315448,-0.0718687828982949,-0.0919643057203921,-0.1061728704475377,-0.0568190640532548,-0.0743840536338197,-0.08886940626257,-0.1015300258655227,-0.0676050645962297,-0.0788004457233651,-0.0912552678393178,-0.1032091614058451,-0.0793430362038754,-0.090629667517691,-0.0934408327116494,-0.0945004371993178
Please,0.0,-0.0243759485747836,-0.0751849374633033,-0.1071591777726079,-0.1026318103515127,-0.2760549951809631,-0.4447102069416287,-0.5412308069394131,-0.6157539923227757,-0.3241477367144139,-0.5011360394717892,-0.6087572147074789,-0.6885775324869554,-0.3447465228156469,-0.507512435330741,-0.6055872785735651,-0.6793254663941418,-0.3430229901292831,-0.4711332075952452,-0.5488361956750529,-0.6156651932599954,0.0,-0.3205261889727143,-0.5682963458406727,-0.7982121788693542,-0.9786061766758616,-0.4612420652065538,-0.5233927542734332,-0.5381877513376981,-0.5450302990018501,-0.3005261474292931,-0.3899895587534758,-0.4337995197580511,-0.4720312378831688,-0.1332692179866396,-0.2364301876654813,-0.293100260892685,-0.3388672632301949,0.0213938233241383,-0.0603875170328026,-0.0930839204803527,-0.1219337493214574,0.0,-0.0169063167714642,-0.0444414477924908,-0.0724900673998085,-0.1037203883677425,-0.0429896783197045,-0.0689466461727128,-0.0901626441807057,-0.1055788722613581,-0.0535670065947801,-0.0708659630500046,-0.0868957950345615,-0.1009789336763824,-0.0638993260522645,-0.0748266306043157,-0.0885367439434235,-0.1014695138787266,-0.0754590859174423,-0.0865882979876064,-0.0900473611869206,-0.0916427529742709
Please,0.0,-0.0284517163913118,-0.0811093272828085,-0.1122454119901554,-0.1063570534192745,-0.2796742598406423,-0.4516265098277898,-0.5484588862079709,-0.622581610144842,-0.3270116114456221,-0.5080594880861317,-0.6163311378788867,-0.6962430229713611,-0.3479384706898378,-0.5134440963046462,-0.6113115761485939,-0.6844863178298987,-0.3474524896135993,-0.477933836876665,-0.5551039054108653,-0.6219258721005458,0.0,-0.315293205132319,-0.5631594256003859,-0.7945147107179098,-0.9759196980534188,-0.4609464088983014,-0.5239866250831102,-0.5375319890099615,-0.5431512206802631,-0.3010746789195314,-0.3906218246044783,-0.4332342739318509,-0.4711080196020993,-0.1332002190278929,-0.2368151108544054,-0.2945297197181344,-0.3412611907623226,0.024080301946581,-0.058397777149815,-0.091485894472582,-0.1222474442432893,0.0,-0.0135379733954464,-0.0399814165498069,-0.067206459860261,-0.0977884407446603,-0.0404667803377818,-0.0649468667370053,-0.0847101888204892,-0.0988121688526533,-0.0519774839761015,-0.0670217154566341,-0.0813262684713557,-0.0942472008425259,-0.0629685090683896,-0.0718940013722228,-0.0844620982413454,-0.0968108502170991,-0.0748404772934735,-0.0841097263793909,-0.0862083447405392,-0.0869787312757753
Please,0.0,-0.0337625391750997,-0.0805497477468477,-0.1059218581000837,-0.0958592560953108,-0.2776150685196833,-0.4517329470446777,-0.5488029231259071,-0.6240593813468929,-0.3237170632683595,-0.5067586922593095,-0.6155969141761616,-0.6944860420602016,-0.3431772717650109,-0.5112804578648716,-0.6107309275922846,-0.6823271920640924,-0.3411948579570264,-0.4773164151950625,-0.5557722935753007,-0.6225353625041073,0.0,-0.3111173181889695,-0.5575017236534181,-0.7826324375772415,-0.9570964059999788,-0.4438782184916325,-0.5006903108760576,-0.5123421740018356,-0.5163912728938382,-0.2830148864529506,-0.3654417089127408,-0.4058453683249419,-0.4437015206547878,-0.1144417520677894,-0.208998201419903,-0.266847713988726,-0.3168888811866754,0.042903594000021,-0.0317573585304448,-0.0676287184275795,-0.1044032761138165,0.0,-0.0100003328569349,-0.0380815799664812,-0.0670069441806498,-0.0996879364970123,-0.0504048285043915,-0.0784841536002076,-0.09787995870861,-0.1110486517086912,-0.0645481842239815,-0.0850509577428884,-0.0993669283475042,-0.1116956057777876,-0.0769748418790585,-0.0895828484318299,-0.1010072449492514,-0.1118020917097514,-0.0896202162015328,-0.100882016728704,-0.1025171300888614,-0.1026356471896441
Please,0.0,-0.0326809027136854,-0.0805215199254027,-0.1036625319875135,-0.0911857840235779,-0.2799482137736513,-0.4511949043388589,-0.5482876080185213,-0.6234765701893061,-0.3268473406345805,-0.5072053215234673,-0.6157164692187657,-0.6948123864643351,-0.3463444836396256,-0.5118293349934714,-0.6116189683486235,-0.6845767226940553,-0.343911150828491,-0.4778347050133126,-0.5566224114549525,-0.6244052893741856,0.0,-0.3132899817525581,-0.5599311651185743,-0.7889416688065465,-0.96470628702361,-0.4553070494792429,-0.5121012756862203,-0.5234342380313741,-0.5280124455863191,-0.2957570440642686,-0.3798148146886798,-0.4217348896673434,-0.4616306497083747,-0.1256369406144191,-0.2231882142913092,-0.2825533613368107,-0.3344322212088538,0.03529371297639,-0.0435360531716424,-0.0824870874998552,-0.1226249888465151,0.0,-0.010654750917779,-0.0384813574155099,-0.0677906749899624,-0.1010041300007208,-0.0461405901213078,-0.0739651452505146,-0.0944159324992376,-0.1087821851020013,-0.0609805359102628,-0.0812361903865394,-0.096540905509507,-0.1097030606624852,-0.074684763200235,-0.0877739098547685,-0.1007162785637773,-0.1126704836319209,-0.0888333898145955,-0.1007950660147956,-0.1035056608378077,-0.1045676152110295
Please,0.0,-0.0309371266455909,-0.0744673548600554,-0.0919016865279914,-0.079197383048367,-0.2792247373455486,-0.4507624366809799,-0.5479077738029577,-0.622447203975537,-0.3284350150105419,-0.5089311608690086,-0.6173797946814598,-0.6961321984789364,-0.3492529393856918,-0.514037525153426,-0.6137056698216204,-0.6865703786253453,-0.3469310846751068,-0.4783144261483742,-0.5566719601979532,-0.6237378668933721,0.0,-0.3141759440750489,-0.5640521289846064,-0.7940959336138321,-0.9686922003185728,-0.4567484629939604,-0.5157386741368724,-0.527562114332725,-0.5338302640118697,-0.2982853969582159,-0.3817692018070996,-0.4224313474067817,-0.4630660357445499,-0.1294956547166942,-0.2279213582832896,-0.2865268245436345,-0.3388133451902942,0.0313077996814271,-0.0490850039075115,-0.0880784344143829,-0.1281159273055262,0.0,-0.0130334309994434,-0.042170294381375,-0.0733219442925336,-0.107955713970381,-0.0438605703963584,-0.0738110535841053,-0.0964036394712786,-0.111839843981889,-0.0582252284470507,-0.0787566051902007,-0.0948020981407203,-0.1082446802010378,-0.0722608605509737,-0.0852940290949734,-0.0980146299611128,-0.109596789467898,-0.0873082981191664,-0.0988910957927812,-0.1009386460215517,-0.1012085745022487
Please,0.0,-0.0276010683021939,-0.0695156899589001,-0.0887235683957511,-0.0780003769751282,-0.2738015332381854,-0.4482399072462653,-0.5463808156052596,-0.6218058825286448,-0.3231990081914841,-0.5064092638376136,-0.6159045737932247,-0.6942522279470408,-0.3449674335375339,-0.5110357923807765,-0.6100379412763389,-0.6810639350504127,-0.3445070294874889,-0.4771471703347353,-0.5542969499690832,-0.6201452006568569,0.0,-0.3131863359219187,-0.562179781429958,-0.791059646872497,-0.9676542980142888,-0.4582191049484337,-0.5180314619734064,-0.5292617501739819,-0.5349077938749438,-0.2987531324470183,-0.3834815541400486,-0.4238395225805698,-0.4621193212113055,-0.1286247377396392,-0.2255818480639168,-0.2839841533114587,-0.3343285293609722,0.0323457019857113,-0.0482576230173185,-0.0872203028229531,-0.1263536170900884,0.0,-0.0100501293827956,-0.0379961654403979,-0.0679353249849927,-0.1014139801416726,-0.043996087354532,-0.073654004205595,-0.0951773141776857,-0.1094027178380524,-0.0587069232050384,-0.0798628873515451,-0.0955096350913251,-0.1083359842279731,-0.072334317666594,-0.0851654841368193,-0.0960719970945668,-0.1060191364610358,-0.0865339662952182,-0.0963621636571476,-0.0959576149269324,-0.0944153493373114
Please,0.0,-0.0274540900529533,-0.0708238455404459,-0.0928343251376629,-0.081158083256711,-0.2737738206167768,-0.4484217180807335,-0.5467282798965754,-0.6225500581780832,-0.3226941492115275,-0.505811637399354,-0.6169989708273081,-0.6975051647190551,-0.3442263823379978,-0.5104238875027169,-0.61035443034503,-0.6830388089297358,-0.3436151182108714,-0.4769171512554741,-0.5547967606772382,-0.6220017031745281,0.0,-0.3162981597624332,-0.5658968784047206,-0.7942072867620691,-0.9702996942650878,-0.4614296792560336,-0.5228241842555091,-0.5341598255137464,-0.5387883599951455,-0.3023748451269941,-0.3884513247941483,-0.4280720736287011,-0.4649913298543045,-0.1317368471935674,-0.2304280631600744,-0.2880631052217658,-0.3369820625004714,0.0297003057349122,-0.0552300965475061,-0.0949842058674499,-0.133892213187535,0.0,-0.0082834294313752,-0.035116042802358,-0.063838806430154,-0.096222391982791,-0.0441254044127424,-0.0730006867752869,-0.0942201527093965,-0.1083727128193212,-0.0593767957842847,-0.0806293340045771,-0.096751548561714,-0.1100282555416441,-0.073002341996607,-0.0855109137932298,-0.0965411586828492,-0.1066885331611491,-0.0869342273573282,-0.0966496212112954,-0.0963175484602366,-0.0949048679521914
Please,0.0,-0.0290762146867206,-0.0755465802265922,-0.0992426980223979,-0.0861126689564988,-0.2837747088510184,-0.4533700866406553,-0.550116927232784,-0.6241849393047773,-0.3311719303119882,-0.5102612629929176,-0.6201233469693995,-0.6992841667013385,-0.349792605027338,-0.5147420122074713,-0.6138688317489157,-0.6861978069739589,-0.3461640956200341,-0.479624299270447,-0.5581440049734907,-0.6257584109037181,0.0,-0.3134794869299733,-0.5639489323190585,-0.7948476369901991,-0.971148665214002,-0.457687333725555,-0.520026174094867,-0.5330379177083981,-0.5396949129346862,-0.2991439090384871,-0.3841842722298423,-0.4232225977479688,-0.4609326188983704,-0.1313893486013261,-0.2312772868893298,-0.289962344651486,-0.3418305155148219,0.0288513347859978,-0.0528457451106673,-0.0953102225107531,-0.1390565841155704,0.0,-0.0113550698251607,-0.0378545960923538,-0.0666117661808168,-0.0988825154778952,-0.0372121818690783,-0.0636426756051071,-0.0847655582869134,-0.0995949360349441,-0.0520084771919202,-0.0693973036953575,-0.084337885671818,-0.0974866332386278,-0.0665548155178853,-0.0775228040015587,-0.0892598144794491,-0.1004564276385681,-0.0821717618345142,-0.0923896778511553,-0.0936901838481246,-0.0937531197033679
Please,0.0,-0.0294747914862336,-0.0739869861900559,-0.0956523259665212,-0.0834759654583394,-0.2758280720593953,-0.4477906420982831,-0.5444304212379234,-0.6188180459810313,-0.3239478995019533,-0.5055707102188375,-0.6147576591051068,-0.6938392865102239,-0.3438315377457404,-0.5098565312827222,-0.6103319488416968,-0.6839669834059866,-0.3417251424092623,-0.4763076382931597,-0.5551305735388607,-0.6233570733533704,0.0,-0.3151220224686741,-0.5635066107932746,-0.792395856262476,-0.9694918113388424,-0.4596148795478562,-0.5214400770213475,-0.5338000421039061,-0.540283632209351,-0.3007007488872294,-0.3842482018409144,-0.4254623715196561,-0.4648147805282463,-0.1304710220208915,-0.227619270971551,-0.2875576785798777,-0.3398817250532642,0.0305081886611575,-0.0507670933972983,-0.0901431601381611,-0.1300259823616177,0.0,-0.0069425405327215,-0.0328229297437755,-0.0610928537115955,-0.0934183055057088,-0.0411733913609907,-0.0687150525418064,-0.089457537183138,-0.1039645325431367,-0.0577133552280905,-0.0784142299041681,-0.095173809957134,-0.1094691446866164,-0.0728283103778302,-0.086523228362644,-0.1002023530968374,-0.1125658004090104,-0.0879829575878978,-0.1004148976779481,-0.1031616696832392,-0.1041873202365901
Please,0.0,-0.0280321140614691,-0.0714587563941084,-0.0948972230076515,-0.0881877147435073,-0.2726425554156063,-0.4425329666092589,-0.5378406121207447,-0.6104703150571078,-0.3216617398829567,-0.5018331062728667,-0.609775424346023,-0.6873894900993068,-0.3423873051778354,-0.5072697049927598,-0.6062296823723963,-0.6786875048196798,-0.3411143956335843,-0.4741497228148643,-0.5519637731451731,-0.6194927554858666,0.0,-0.3196133974243632,-0.5684706406532487,-0.7959091415400698,-0.9725656119065368,-0.4619869932910058,-0.520574762871758,-0.5341089376140657,-0.54121790093309,-0.3035563666898011,-0.3859685199941735,-0.4278405264375498,-0.4673538458902055,-0.1341116794763043,-0.2308586312966438,-0.2898861270339048,-0.3421789236477049,0.0274343880934632,-0.0506401391495086,-0.0905133280209752,-0.1315785415006554,0.0,-0.008514718411499,-0.034721241553459,-0.0630335932144277,-0.0951257626272408,-0.0413074088584654,-0.0690262383831807,-0.0894536582908143,-0.1034990671710206,-0.0568348264098111,-0.0776493897682496,-0.0938881974009086,-0.1075987402896318,-0.0712373039393932,-0.0852260762277343,-0.0980848210546114,-0.1097245831980622,-0.0858592268416544,-0.0983280756450886,-0.1006844813207434,-0.101305309620189
Please,0.0,-0.0257616168595612,-0.0711248920366211,-0.0978989462774227,-0.0909809984453273,-0.2743389186387977,-0.4455358438417688,-0.5432226636724823,-0.6175082052167905,-0.3245994126792192,-0.5062497840732424,-0.6147329417861461,-0.6935123510105372,-0.3467448609431681,-0.5122851960614959,-0.6113019519778891,-0.6837032302642944,-0.3460894800483676,-0.4795626187597167,-0.5576634997408879,-0.6247695629642426,0.0,-0.3223751943340819,-0.5710996717913284,-0.8015519087925376,-0.9793432371739506,-0.4651552945240974,-0.5284722750043185,-0.5422836413888409,-0.548560027638625,-0.3058300224563828,-0.3938669891172914,-0.4363655208153394,-0.475977543617205,-0.1374088789082743,-0.2368398687165313,-0.2962971152185178,-0.3474123337363966,0.0206567628260494,-0.0575011228191397,-0.0962971152185178,-0.1345938849542235,0.0,-0.0103583002503949,-0.0372468631498594,-0.0660750799187314,-0.0981022758938566,-0.0400577356019236,-0.0670372819398058,-0.08721211783547,-0.1011760796596193,-0.0546473128173322,-0.0747027628086951,-0.0903352068836649,-0.103263897071953,-0.068307519675166,-0.0809955217048775,-0.0928276062617958,-0.1036745033942885,-0.082565217464076,-0.093518755424,-0.0949512243305469,-0.0948227155207352
Please,0.0,-0.0286494013519381,-0.0743262949588637,-0.1012641664775679,-0.0941415440853654,-0.2760819344333082,-0.4484619646454855,-0.5444572499756382,-0.6174513029216697,-0.3247569751598329,-0.5073856962866982,-0.6154331404928228,-0.6937382559371542,-0.3460227462504222,-0.5126149786149159,-0.611806577329435,-0.6844452739153625,-0.3454619925368277,-0.4804281975271742,-0.5585564956353493,-0.6255081131093785,0.0,-0.3243780316769893,-0.5714216354863269,-0.7999794774815289,-0.9770729723596798,-0.4676792716021028,-0.5277854584183129,-0.5416791345557547,-0.5483895848907434,-0.3073557044853754,-0.3932376235612285,-0.4358287361399828,-0.4758280199178617,-0.137132776906795,-0.2362510317214088,-0.2960242441188006,-0.3472995499163776,0.0229270276403201,-0.0586441295439214,-0.0981758029177098,-0.1372804977192802,0.0,-0.0076044924962562,-0.0334677988089192,-0.0614002463224061,-0.0928268323067656,-0.0385243877812679,-0.0634899448789775,-0.0820818110835202,-0.0948457049318264,-0.0534103398462086,-0.0709708558808035,-0.0848439901307863,-0.0967875750704257,-0.0670731484113987,-0.0777907302354719,-0.0889787363471192,-0.0995823478196891,-0.080971370880664,-0.0901716292543508,-0.0906070602375689,-0.0899115898345872
Please,0.0,-0.0254922021605241,-0.071481715108286,-0.0972051733921935,-0.0893727487371247,-0.2762182328246731,-0.4444262628494264,-0.5396561235210534,-0.6126163980551085,-0.3260738870196832,-0.504411761163356,-0.6116782965784073,-0.6893977326575974,-0.3472472434235679,-0.510299156637825,-0.6085260553727646,-0.6806783099995216,-0.3460372783494369,-0.4785702658998048,-0.5562003999492062,-0.6229647654453797,0.0,-0.325704290179633,-0.5763621828788565,-0.8067504075372978,-0.9818546534616668,-0.4702682743096815,-0.5326946947711683,-0.5459165571469327,-0.5519113215358298,-0.3103584504325556,-0.3980692178484302,-0.4411485858447163,-0.4799077315598191,-0.1413408519103924,-0.2405359635964319,-0.3000555083522347,-0.3507301946508944,0.0181453465383332,-0.060723315469486,-0.0998775237287021,-0.1385482277418562,0.0,-0.0083893195068831,-0.0326487713481395,-0.0592096270465554,-0.08923275115332,-0.0347313319995316,-0.0594695267099607,-0.0793148111584338,-0.0934636606506167,-0.0495209805521676,-0.0675084784400628,-0.0834337973807996,-0.0971075469545072,-0.0634280779213195,-0.0747073522967301,-0.0874734936386144,-0.0992789176357044,-0.0778348698310718,-0.0879073408371633,-0.0897094265471523,-0.0901228355824529
Please,0.0,-0.0277099882421312,-0.0736400059325207,-0.1014327936329809,-0.0956166070475994,-0.2788359053023114,-0.4509382959076324,-0.5473785760636619,-0.6202998342973679,-0.3279140309991492,-0.5096199487576797,-0.6172193141577393,-0.6948694759019004,-0.3492026533164208,-0.5155904984250818,-0.6145671386062932,-0.6863511575156843,-0.3484106134039704,-0.4834314653844678,-0.562094580835953,-0.6293348282179171,0.0,-0.3242157128134495,-0.573020306437511,-0.8025673709287817,-0.9772113073291177,-0.467201561539012,-0.5293333070587661,-0.5431838068459768,-0.5489451971301258,-0.3072755313599059,-0.3952555737518457,-0.4377059398844818,-0.4774707686797479,-0.1377769157875922,-0.2386290760583032,-0.2967148839545713,-0.3456132362972082,0.0227886926708823,-0.057501890213104,-0.0956529074364285,-0.1333576027361504,0.0,-0.0067343626466708,-0.0313766992910317,-0.0585272564069278,-0.08902590318029,-0.0344768335246839,-0.0584826317771486,-0.0768358922953591,-0.0894821428886976,-0.0495521419224158,-0.0660706176535316,-0.0797664032388892,-0.0915370960162527,-0.0635600082166751,-0.0734957487497929,-0.0843210810884956,-0.0946376569955473,-0.0778550419172646,-0.0866826536610973,-0.0870362151268171,-0.0861910480827992
Please,0.0,-0.0278362798743345,-0.0738043070031635,-0.1011370271781741,-0.0943991962234564,-0.2738458391131044,-0.4449608734627636,-0.5414058345075635,-0.6145974400868474,-0.3225496055134904,-0.5037757553909501,-0.6108192859766762,-0.6877624884176129,-0.3440244820137179,-0.5099440618677662,-0.6073109877788683,-0.6786910463350312,-0.3437362930330228,-0.4768981065195817,-0.5539809486865984,-0.6204429474913509,0.0,-0.3242232261814035,-0.5748133111097709,-0.8044269391246183,-0.98000838866379,-0.4660574376744211,-0.5285132327059198,-0.5415636359648882,-0.5455852600759914,-0.3065700234114996,-0.3935684854898048,-0.4352825554172675,-0.4725230139975547,-0.1385808628809851,-0.2408577957003985,-0.2986820065903097,-0.3465446792295588,0.0199916113362099,-0.0619191672743422,-0.100350075936597,-0.1375449588516851,0.0,-0.0086481159088559,-0.0341276722192608,-0.0613933112474848,-0.0920778827968244,-0.0386774562874132,-0.0631210637263898,-0.0817728832919886,-0.0947302451583155,-0.0526002169716513,-0.0685237772004069,-0.0815991742569728,-0.0932796839608201,-0.0653699700817621,-0.0745233005834645,-0.0844403929228463,-0.0946053939645758,-0.0785840591561444,-0.087075594804196,-0.0867797224259962,-0.0857042074038457
Please,0.0,0.0047449036298433,-0.0065688059798785,-0.0193297444932846,-0.007322434252147,-0.2596863743351821,-0.4176626174583828,-0.5097915868447549,-0.5841912518154844,-0.3129732393963282,-0.4814833017641092,-0.5897238775417368,-0.6707481554397001,-0.3335262815549598,-0.484224782880492,-0.577280382075934,-0.649149975777909,-0.3329962093482733,-0.4481336327837208,-0.5168888236505154,-0.5764959896377285,0.0,-0.3152467862936261,-0.5684664485349739,-0.8035555122022594,-0.98659751607498,-0.4505760074209171,-0.5227589641667811,-0.544554625387659,-0.5623705478131884,-0.2923745668513298,-0.3943362044991654,-0.4418627139715741,-0.4802066826709111,-0.1318741614302711,-0.2396277160748863,-0.3009857195180343,-0.3514727172027495,0.0134024839250198,-0.0743406690549539,-0.1236023525207623,-0.1675450242478841,0.0,-0.045817785594051,-0.0852572030492448,-0.1220207447926069,-0.1596204762627073,-0.042290094796429,-0.0689713523614359,-0.09561515420269,-0.1153996139375085,-0.040431726380535,-0.0582464470808324,-0.0811673334639842,-0.100945004916761,-0.0418518490526467,-0.0525120077225842,-0.0692805767808678,-0.0842137772717813,-0.0479912639519761,-0.0556931913082134,-0.0581505611314742,-0.0599957428112258
Please,0.0,0.0044601428900408,-0.0074582729281389,-0.0188916336675688,-0.0068683461460352,-0.2608677054718546,-0.4189552789723323,-0.5099717700007833,-0.5817233854049169,-0.3136372142586119,-0.4815515383919078,-0.5891303950183127,-0.6688166616560255,-0.3337180348843808,-0.4842229527387883,-0.5767772963080564,-0.6474877458165055,-0.3325967612653831,-0.4477122162871008,-0.5168916139689484,-0.5757043312107288,0.0,-0.318706794945334,-0.5715804250118074,-0.8058367950532074,-0.986679230009066,-0.4496594718237029,-0.5229273650890729,-0.545227891933368,-0.561990948952901,-0.28896356646338,-0.3932356813307262,-0.4417280567920609,-0.4813123408574247,-0.1290738036957426,-0.2391853400990277,-0.3021355649681609,-0.3547674648203743,0.0133207699909339,-0.0764175150753073,-0.1273164991424064,-0.1732690658023037,0.0,-0.0480811440669796,-0.0884924624018459,-0.125999433133917,-0.1641090995753002,-0.0427621647744509,-0.0683509043629092,-0.0939406669898422,-0.1126203294305294,-0.0393898694067691,-0.054597890356721,-0.0754947263361575,-0.0937233314064886,-0.0396799140053839,-0.0476006384315326,-0.0628057720092852,-0.0768328430729966,-0.0451043717891296,-0.0506651252660534,-0.052005604664814,-0.0530093021427809
Please,0.0,0.0051074801337326,-0.0067751365162985,-0.0195989169648917,-0.01054770065003,-0.2639988464246838,-0.4184734277993385,-0.5102204682788914,-0.5849681378015954,-0.3172359424014534,-0.4820795671324436,-0.589050186269648,-0.6699554830276513,-0.3374146128767138,-0.4860476421332933,-0.5769496030136072,-0.6474516784982205,-0.3354514540349855,-0.4496524915560301,-0.5183730784219368,-0.5772942538824184,0.0,-0.3166498334932853,-0.569586851124477,-0.8011009996993661,-0.9827046558137814,-0.4461112639021973,-0.5182532203271419,-0.5393232000360045,-0.5552590540173976,-0.2859284996092136,-0.3863554599410803,-0.4327877138014666,-0.4707229420351,-0.1262046421143683,-0.2328772166332906,-0.294057006317642,-0.3456263046807834,0.0172953441862186,-0.069196818007676,-0.1184587774304853,-0.1629134198037773,0.0,-0.0500486953837091,-0.0922655786533174,-0.1313619674880416,-0.1710095517354302,-0.0480401307554805,-0.0765234524968822,-0.1042702012872146,-0.124854758066009,-0.04492570042933,-0.0641139733692796,-0.0870059161654268,-0.1065586741114865,-0.0453148802751302,-0.0562209635724574,-0.0715425565872821,-0.0855146338410497,-0.0509991215861009,-0.0589306403858855,-0.0606143088401294,-0.0616397581596922
Please,0.0,0.0028765006291698,-0.010126876406256,-0.0237524205439783,-0.0124123229881015,-0.2665219956609038,-0.4207587618733668,-0.5124832908325243,-0.5871612495642058,-0.3181722988345952,-0.4830217186983163,-0.5900401941191439,-0.6710348549873146,-0.3372366587737264,-0.4859680592061696,-0.5772128737361731,-0.6474969829266406,-0.3349377706001558,-0.4503608597392463,-0.5198952947003188,-0.5792558076840975,0.0,-0.3131439685650988,-0.5665192885431298,-0.798833232239404,-0.9808730849609174,-0.44320903996862,-0.5180080200243998,-0.5395782028516666,-0.5552127479679932,-0.2821331824867151,-0.3825270211242603,-0.4286680576364173,-0.4664487060870013,-0.1225801727498328,-0.2294981652227295,-0.2908681491708371,-0.3418129097746785,0.0191269150390826,-0.0679875709455201,-0.1164961135470471,-0.1605811505081344,0.0,-0.051931110307261,-0.0961681759006307,-0.1366953563030532,-0.1780024251421443,-0.0522630964735132,-0.0808089719210924,-0.108234818513428,-0.1286024018684512,-0.0480230820722107,-0.0674248477004815,-0.0903657203944143,-0.1099964072569315,-0.0470727210009778,-0.0578260648789109,-0.0743998647163146,-0.0893132167381603,-0.0513873896972309,-0.0590455720875989,-0.0618787341581342,-0.0639126502549667
